Tarih;Saat;Tarih/Saat;TL/MWh;USD/MWh;EUR/MWh
4.21.2024;13:00;04.21.2024 13:00;10.01;0.31;0.29
4.21.2024;14:00;04.21.2024 14:00;10.01;0.31;0.29
4.21.2024;15:00;04.21.2024 15:00;10.01;0.31;0.29
4.21.2024;16:00;04.21.2024 16:00;100.02;3.08;2.89
4.21.2024;17:00;04.21.2024 17:00;1498.98;46.11;43.29
4.21.2024;18:00;04.21.2024 18:00;2305.76;70.93;66.59
4.21.2024;19:00;04.21.2024 19:00;2497;76.81;72.11
4.21.2024;20:00;04.21.2024 20:00;2700;83.05;77.98
4.21.2024;21:00;04.21.2024 21:00;2688.85;82.71;77.66
4.21.2024;22:00;04.21.2024 22:00;1500;46.14;43.32
4.21.2024;23:00;04.21.2024 23:00;1267.01;38.97;36.59
4.22.2024;00:00;04.22.2024 00:00;2200.01;67.67;63.54
4.22.2024;01:00;04.22.2024 01:00;1498.98;46.11;43.29
4.22.2024;02:00;04.22.2024 02:00;1000;30.76;28.88
4.22.2024;03:00;04.22.2024 03:00;1000.01;30.76;28.88
4.22.2024;04:00;04.22.2024 04:00;1498.97;46.11;43.29
4.22.2024;05:00;04.22.2024 05:00;1647;50.66;47.57
4.22.2024;06:00;04.22.2024 06:00;1447;44.51;41.79
4.22.2024;07:00;04.22.2024 07:00;1300;39.99;37.54
4.22.2024;08:00;04.22.2024 08:00;2411.1;74.17;69.63
4.22.2024;09:00;04.22.2024 09:00;2311.11;71.09;66.75
4.22.2024;10:00;04.22.2024 10:00;2000;61.52;57.76
4.22.2024;11:00;04.22.2024 11:00;2278.91;70.1;65.82
4.22.2024;12:00;04.22.2024 12:00;1498.98;46.11;43.29
4.22.2024;13:00;04.22.2024 13:00;2200;67.67;63.54
4.22.2024;14:00;04.22.2024 14:00;2399.99;73.82;69.31
4.22.2024;15:00;04.22.2024 15:00;2399.2;73.8;69.29
4.22.2024;16:00;04.22.2024 16:00;2366.22;72.79;68.34
4.22.2024;17:00;04.22.2024 17:00;2700;83.05;77.98
4.22.2024;18:00;04.22.2024 18:00;2700;83.05;77.98
4.22.2024;19:00;04.22.2024 19:00;2700;83.05;77.98
4.22.2024;20:00;04.22.2024 20:00;2700;83.05;77.98
4.22.2024;21:00;04.22.2024 21:00;2700;83.05;77.98
4.22.2024;22:00;04.22.2024 22:00;2700;83.05;77.98
4.22.2024;23:00;04.22.2024 23:00;2697.95;82.99;77.92
4.23.2024;00:00;04.23.2024 00:00;2700;83.05;77.98
4.23.2024;01:00;04.23.2024 01:00;2625.25;80.75;75.82
4.23.2024;02:00;04.23.2024 02:00;2549;78.41;73.62
4.23.2024;03:00;04.23.2024 03:00;2187;67.27;63.16
4.23.2024;04:00;04.23.2024 04:00;2199.99;67.67;63.54
4.23.2024;05:00;04.23.2024 05:00;2399.99;73.82;69.31
4.23.2024;06:00;04.23.2024 06:00;2549;78.41;73.62
4.23.2024;07:00;04.23.2024 07:00;2278.9;70.1;65.82
4.23.2024;08:00;04.23.2024 08:00;2366.9;72.81;68.36
4.23.2024;09:00;04.23.2024 09:00;2599.98;79.98;75.09
4.23.2024;10:00;04.23.2024 10:00;2278.9;70.1;65.82
4.23.2024;11:00;04.23.2024 11:00;2244.99;69.06;64.84
4.23.2024;12:00;04.23.2024 12:00;1498.97;46.11;43.29
4.23.2024;13:00;04.23.2024 13:00;1498.98;46.11;43.29
4.23.2024;14:00;04.23.2024 14:00;1499.99;46.14;43.32
4.23.2024;15:00;04.23.2024 15:00;2000.01;61.52;57.76
4.23.2024;16:00;04.23.2024 16:00;2278.9;70.1;65.82
4.23.2024;17:00;04.23.2024 17:00;2482;76.35;71.68
4.23.2024;18:00;04.23.2024 18:00;2700;83.05;77.98
4.23.2024;19:00;04.23.2024 19:00;2700;83.05;77.98
4.23.2024;20:00;04.23.2024 20:00;2700;83.05;77.98
4.23.2024;21:00;04.23.2024 21:00;2700;83.05;77.98
4.23.2024;22:00;04.23.2024 22:00;2366.89;72.81;68.36
4.23.2024;23:00;04.23.2024 23:00;1922.01;59.12;55.51
4.24.2024;00:00;04.24.2024 00:00;2700;83.08;77.99
4.24.2024;01:00;04.24.2024 01:00;2245;69.08;64.85
4.24.2024;02:00;04.24.2024 02:00;1749.66;53.84;50.54
4.24.2024;03:00;04.24.2024 03:00;1498.98;46.12;43.3
4.24.2024;04:00;04.24.2024 04:00;1988.39;61.18;57.43
4.24.2024;05:00;04.24.2024 05:00;1749.67;53.84;50.54
4.24.2024;06:00;04.24.2024 06:00;1300;40;37.55
4.24.2024;07:00;04.24.2024 07:00;1498.97;46.12;43.3
4.24.2024;08:00;04.24.2024 08:00;2589;79.66;74.78
4.24.2024;09:00;04.24.2024 09:00;2599.98;80;75.1
4.24.2024;10:00;04.24.2024 10:00;2278.9;70.12;65.82
4.24.2024;11:00;04.24.2024 11:00;2000;61.54;57.77
4.24.2024;12:00;04.24.2024 12:00;1194.86;36.76;34.51
4.24.2024;13:00;04.24.2024 13:00;1498.97;46.12;43.3
4.24.2024;14:00;04.24.2024 14:00;2277.38;70.07;65.78
4.24.2024;15:00;04.24.2024 15:00;2400;73.85;69.32
4.24.2024;16:00;04.24.2024 16:00;2700;83.08;77.99
4.24.2024;17:00;04.24.2024 17:00;2700;83.08;77.99
4.24.2024;18:00;04.24.2024 18:00;2700;83.08;77.99
4.24.2024;19:00;04.24.2024 19:00;2700;83.08;77.99
4.24.2024;20:00;04.24.2024 20:00;2700;83.08;77.99
4.24.2024;21:00;04.24.2024 21:00;2700;83.08;77.99
4.24.2024;22:00;04.24.2024 22:00;2700;83.08;77.99
4.24.2024;23:00;04.24.2024 23:00;2700;83.08;77.99
4.25.2024;00:00;04.25.2024 00:00;2700;83.08;77.99
4.25.2024;01:00;04.25.2024 01:00;2700;83.08;77.99
4.25.2024;02:00;04.25.2024 02:00;2549;78.43;73.63
4.25.2024;03:00;04.25.2024 03:00;2278.9;70.12;65.82
4.25.2024;04:00;04.25.2024 04:00;2243;69.02;64.79
4.25.2024;05:00;04.25.2024 05:00;2245;69.08;64.85
4.25.2024;06:00;04.25.2024 06:00;1897.1;58.37;54.8
4.25.2024;07:00;04.25.2024 07:00;2188.01;67.32;63.2
4.25.2024;08:00;04.25.2024 08:00;2700;83.08;77.99
4.25.2024;09:00;04.25.2024 09:00;2700;83.08;77.99
4.25.2024;10:00;04.25.2024 10:00;2649.01;81.51;76.52
4.25.2024;11:00;04.25.2024 11:00;2549.01;78.43;73.63
4.25.2024;12:00;04.25.2024 12:00;1631.98;50.21;47.14
4.25.2024;13:00;04.25.2024 13:00;1897.1;58.37;54.8
4.25.2024;14:00;04.25.2024 14:00;2390.01;73.54;69.03
4.25.2024;15:00;04.25.2024 15:00;2435.18;74.93;70.34
4.25.2024;16:00;04.25.2024 16:00;2699.42;83.06;77.97
4.25.2024;17:00;04.25.2024 17:00;2700;83.08;77.99
4.25.2024;18:00;04.25.2024 18:00;2700;83.08;77.99
4.25.2024;19:00;04.25.2024 19:00;2700;83.08;77.99
4.25.2024;20:00;04.25.2024 20:00;2700;83.08;77.99
4.25.2024;21:00;04.25.2024 21:00;2700;83.08;77.99
4.25.2024;22:00;04.25.2024 22:00;2700;83.08;77.99
4.25.2024;23:00;04.25.2024 23:00;2700;83.08;77.99
4.26.2024;00:00;04.26.2024 00:00;2451.6;75.49;70.63
4.26.2024;01:00;04.26.2024 01:00;1999.99;61.59;57.62
4.26.2024;02:00;04.26.2024 02:00;2396.01;73.78;69.03
4.26.2024;03:00;04.26.2024 03:00;2244.99;69.13;64.68
4.26.2024;04:00;04.26.2024 04:00;2420.83;74.55;69.75
4.26.2024;05:00;04.26.2024 05:00;2444.5;75.28;70.43
4.26.2024;06:00;04.26.2024 06:00;2177.34;67.05;62.73
4.26.2024;07:00;04.26.2024 07:00;2400.01;73.91;69.15
4.26.2024;08:00;04.26.2024 08:00;2700;83.14;77.79
4.26.2024;09:00;04.26.2024 09:00;2700;83.14;77.79
4.26.2024;10:00;04.26.2024 10:00;2700;83.14;77.79
4.26.2024;11:00;04.26.2024 11:00;2700;83.14;77.79
4.26.2024;12:00;04.26.2024 12:00;2186.99;67.35;63.01
4.26.2024;13:00;04.26.2024 13:00;1989.01;61.25;57.31
4.26.2024;14:00;04.26.2024 14:00;2390.01;73.6;68.86
4.26.2024;15:00;04.26.2024 15:00;2700;83.14;77.79
4.26.2024;16:00;04.26.2024 16:00;2700;83.14;77.79
4.26.2024;17:00;04.26.2024 17:00;2700;83.14;77.79
4.26.2024;18:00;04.26.2024 18:00;2700;83.14;77.79
4.26.2024;19:00;04.26.2024 19:00;2700;83.14;77.79
4.26.2024;20:00;04.26.2024 20:00;2700;83.14;77.79
4.26.2024;21:00;04.26.2024 21:00;2700;83.14;77.79
4.26.2024;22:00;04.26.2024 22:00;2700;83.14;77.79
4.26.2024;23:00;04.26.2024 23:00;2700;83.14;77.79
4.27.2024;00:00;04.27.2024 00:00;2700;83.14;77.53
4.27.2024;01:00;04.27.2024 01:00;2700;83.14;77.53
4.27.2024;02:00;04.27.2024 02:00;2424.99;74.67;69.64
4.27.2024;03:00;04.27.2024 03:00;1989;61.25;57.12
4.27.2024;04:00;04.27.2024 04:00;2278.9;70.17;65.44
4.27.2024;05:00;04.27.2024 05:00;2278.9;70.17;65.44
4.27.2024;06:00;04.27.2024 06:00;1631.98;50.25;46.86
4.27.2024;07:00;04.27.2024 07:00;1631.98;50.25;46.86
4.27.2024;08:00;04.27.2024 08:00;2649;81.57;76.07
4.27.2024;09:00;04.27.2024 09:00;2278.9;70.17;65.44
4.27.2024;10:00;04.27.2024 10:00;1299.99;40.03;37.33
4.27.2024;11:00;04.27.2024 11:00;1344.85;41.41;38.62
4.27.2024;12:00;04.27.2024 12:00;780;24.02;22.4
4.27.2024;13:00;04.27.2024 13:00;1344.85;41.41;38.62
4.27.2024;14:00;04.27.2024 14:00;1631.97;50.25;46.86
4.27.2024;15:00;04.27.2024 15:00;1631.97;50.25;46.86
4.27.2024;16:00;04.27.2024 16:00;1631.97;50.25;46.86
4.27.2024;17:00;04.27.2024 17:00;1857;57.18;53.33
4.27.2024;18:00;04.27.2024 18:00;2600;80.06;74.66
4.27.2024;19:00;04.27.2024 19:00;2700;83.14;77.53
4.27.2024;20:00;04.27.2024 20:00;2700;83.14;77.53
4.27.2024;21:00;04.27.2024 21:00;2700;83.14;77.53
4.27.2024;22:00;04.27.2024 22:00;2600.01;80.06;74.66
4.27.2024;23:00;04.27.2024 23:00;2325;71.59;66.77
4.28.2024;00:00;04.28.2024 00:00;2700;83.2;77.53
4.28.2024;01:00;04.28.2024 01:00;2700;83.2;77.53
4.28.2024;02:00;04.28.2024 02:00;2407.98;74.2;69.14
4.28.2024;03:00;04.28.2024 03:00;2125;65.48;61.02
4.28.2024;04:00;04.28.2024 04:00;2278.9;70.22;65.44
4.28.2024;05:00;04.28.2024 05:00;2136.05;65.82;61.34
4.28.2024;06:00;04.28.2024 06:00;2299.99;70.87;66.04
4.28.2024;07:00;04.28.2024 07:00;750;23.11;21.54
4.28.2024;08:00;04.28.2024 08:00;410;12.63;11.77
4.28.2024;09:00;04.28.2024 09:00;132;4.07;3.79
4.28.2024;10:00;04.28.2024 10:00;111.42;3.43;3.2
4.28.2024;11:00;04.28.2024 11:00;110.86;3.42;3.18
4.28.2024;12:00;04.28.2024 12:00;115;3.54;3.3
4.28.2024;13:00;04.28.2024 13:00;120.01;3.7;3.45
4.28.2024;14:00;04.28.2024 14:00;131.99;4.07;3.79
4.28.2024;15:00;04.28.2024 15:00;111.42;3.43;3.2
4.28.2024;16:00;04.28.2024 16:00;987;30.41;28.34
4.28.2024;17:00;04.28.2024 17:00;2298;70.81;65.99
4.28.2024;18:00;04.28.2024 18:00;2399.98;73.95;68.91
4.28.2024;19:00;04.28.2024 19:00;2700;83.2;77.53
4.28.2024;20:00;04.28.2024 20:00;2700;83.2;77.53
4.28.2024;21:00;04.28.2024 21:00;2700;83.2;77.53
4.28.2024;22:00;04.28.2024 22:00;2700;83.2;77.53
4.28.2024;23:00;04.28.2024 23:00;2664.31;82.1;76.5
4.29.2024;00:00;04.29.2024 00:00;2700;83.2;77.53
4.29.2024;01:00;04.29.2024 01:00;2700;83.2;77.53
4.29.2024;02:00;04.29.2024 02:00;1800;55.47;51.69
4.29.2024;03:00;04.29.2024 03:00;1222.85;37.68;35.11
4.29.2024;04:00;04.29.2024 04:00;1299.99;40.06;37.33
4.29.2024;05:00;04.29.2024 05:00;1631.98;50.29;46.86
4.29.2024;06:00;04.29.2024 06:00;913.63;28.15;26.23
4.29.2024;07:00;04.29.2024 07:00;1349.99;41.6;38.76
4.29.2024;08:00;04.29.2024 08:00;2700;83.2;77.53
4.29.2024;09:00;04.29.2024 09:00;2700;83.2;77.53
4.29.2024;10:00;04.29.2024 10:00;2330.79;71.82;66.93
4.29.2024;11:00;04.29.2024 11:00;2278.91;70.22;65.44
4.29.2024;12:00;04.29.2024 12:00;1349.98;41.6;38.76
4.29.2024;13:00;04.29.2024 13:00;1631.98;50.29;46.86
4.29.2024;14:00;04.29.2024 14:00;2590;79.81;74.37
4.29.2024;15:00;04.29.2024 15:00;2700;83.2;77.53
4.29.2024;16:00;04.29.2024 16:00;2589;79.78;74.34
4.29.2024;17:00;04.29.2024 17:00;2690;82.89;77.24
4.29.2024;18:00;04.29.2024 18:00;2581.38;79.54;74.12
4.29.2024;19:00;04.29.2024 19:00;2700;83.2;77.53
4.29.2024;20:00;04.29.2024 20:00;2700;83.2;77.53
4.29.2024;21:00;04.29.2024 21:00;2700;83.2;77.53
4.29.2024;22:00;04.29.2024 22:00;2264.33;69.77;65.02
4.29.2024;23:00;04.29.2024 23:00;1631.98;50.29;46.86
4.30.2024;00:00;04.30.2024 00:00;2399.99;73.95;68.91
4.30.2024;01:00;04.30.2024 01:00;2363.14;72.82;67.86
4.30.2024;02:00;04.30.2024 02:00;1631.98;50.29;46.86
4.30.2024;03:00;04.30.2024 03:00;1631.98;50.29;46.86
4.30.2024;04:00;04.30.2024 04:00;1631.98;50.29;46.86
4.30.2024;05:00;04.30.2024 05:00;1685;51.92;48.38
4.30.2024;06:00;04.30.2024 06:00;999.99;30.81;28.71
4.30.2024;07:00;04.30.2024 07:00;1631.97;50.29;46.86
4.30.2024;08:00;04.30.2024 08:00;2284;70.38;65.58
4.30.2024;09:00;04.30.2024 09:00;2390;73.65;68.63
4.30.2024;10:00;04.30.2024 10:00;1631.97;50.29;46.86
4.30.2024;11:00;04.30.2024 11:00;1631.98;50.29;46.86
4.30.2024;12:00;04.30.2024 12:00;900;27.73;25.84
4.30.2024;13:00;04.30.2024 13:00;1531.33;47.19;43.97
4.30.2024;14:00;04.30.2024 14:00;1631.98;50.29;46.86
4.30.2024;15:00;04.30.2024 15:00;1685;51.92;48.38
4.30.2024;16:00;04.30.2024 16:00;2050;63.17;58.86
4.30.2024;17:00;04.30.2024 17:00;2579.85;79.5;74.08
4.30.2024;18:00;04.30.2024 18:00;2699.99;83.2;77.53
4.30.2024;19:00;04.30.2024 19:00;2700;83.2;77.53
4.30.2024;20:00;04.30.2024 20:00;2700;83.2;77.53
4.30.2024;21:00;04.30.2024 21:00;2700;83.2;77.53
4.30.2024;22:00;04.30.2024 22:00;2250.01;69.33;64.61
4.30.2024;23:00;04.30.2024 23:00;1631.98;50.29;46.86
5.1.2024;00:00;05.01.2024 00:00;2411.1;74.56;69.59
5.1.2024;01:00;05.01.2024 01:00;1749.38;54.1;50.49
5.1.2024;02:00;05.01.2024 02:00;1499.98;46.38;43.29
5.1.2024;03:00;05.01.2024 03:00;1300;40.2;37.52
5.1.2024;04:00;05.01.2024 04:00;1000.01;30.92;28.86
5.1.2024;05:00;05.01.2024 05:00;1234.19;38.16;35.62
5.1.2024;06:00;05.01.2024 06:00;1050;32.47;30.3
5.1.2024;07:00;05.01.2024 07:00;502.91;15.55;14.51
5.1.2024;08:00;05.01.2024 08:00;2049.01;63.36;59.14
5.1.2024;09:00;05.01.2024 09:00;1570;48.55;45.31
5.1.2024;10:00;05.01.2024 10:00;1499.99;46.38;43.29
5.1.2024;11:00;05.01.2024 11:00;1499.98;46.38;43.29
5.1.2024;12:00;05.01.2024 12:00;499.99;15.46;14.43
5.1.2024;13:00;05.01.2024 13:00;1300;40.2;37.52
5.1.2024;14:00;05.01.2024 14:00;1999.99;61.84;57.72
5.1.2024;15:00;05.01.2024 15:00;1631.98;50.46;47.1
5.1.2024;16:00;05.01.2024 16:00;2278.9;70.47;65.77
5.1.2024;17:00;05.01.2024 17:00;2620;81.02;75.62
5.1.2024;18:00;05.01.2024 18:00;2598;80.34;74.98
5.1.2024;19:00;05.01.2024 19:00;2700;83.49;77.93
5.1.2024;20:00;05.01.2024 20:00;2700;83.49;77.93
5.1.2024;21:00;05.01.2024 21:00;2700;83.49;77.93
5.1.2024;22:00;05.01.2024 22:00;2550;78.85;73.6
5.1.2024;23:00;05.01.2024 23:00;2278.91;70.47;65.77
5.2.2024;00:00;05.02.2024 00:00;2649.01;81.99;76.51
5.2.2024;01:00;05.02.2024 01:00;2574;79.67;74.34
5.2.2024;02:00;05.02.2024 02:00;2333.33;72.22;67.39
5.2.2024;03:00;05.02.2024 03:00;2277.68;70.5;65.79
5.2.2024;04:00;05.02.2024 04:00;2232.38;69.09;64.48
5.2.2024;05:00;05.02.2024 05:00;2174;67.29;62.79
5.2.2024;06:00;05.02.2024 06:00;1608.49;49.78;46.46
5.2.2024;07:00;05.02.2024 07:00;2400;74.28;69.32
5.2.2024;08:00;05.02.2024 08:00;2680.01;82.95;77.41
5.2.2024;09:00;05.02.2024 09:00;2672;82.7;77.17
5.2.2024;10:00;05.02.2024 10:00;2433.33;75.31;70.28
5.2.2024;11:00;05.02.2024 11:00;2501.99;77.44;72.26
5.2.2024;12:00;05.02.2024 12:00;2098.39;64.95;60.61
5.2.2024;13:00;05.02.2024 13:00;2282;70.63;65.91
5.2.2024;14:00;05.02.2024 14:00;2497.18;77.29;72.12
5.2.2024;15:00;05.02.2024 15:00;2392.72;74.06;69.11
5.2.2024;16:00;05.02.2024 16:00;2674.47;82.78;77.25
5.2.2024;17:00;05.02.2024 17:00;2700;83.57;77.98
5.2.2024;18:00;05.02.2024 18:00;2700;83.57;77.98
5.2.2024;19:00;05.02.2024 19:00;2700;83.57;77.98
5.2.2024;20:00;05.02.2024 20:00;2700;83.57;77.98
5.2.2024;21:00;05.02.2024 21:00;2700;83.57;77.98
5.2.2024;22:00;05.02.2024 22:00;2700;83.57;77.98
5.2.2024;23:00;05.02.2024 23:00;2650.01;82.02;76.54
5.3.2024;00:00;05.03.2024 00:00;2639.99;81.71;76.25
5.3.2024;01:00;05.03.2024 01:00;2590;80.16;74.81
5.3.2024;02:00;05.03.2024 02:00;2250.01;69.64;64.99
5.3.2024;03:00;05.03.2024 03:00;2265.38;70.12;65.43
5.3.2024;04:00;05.03.2024 04:00;2112.53;65.38;61.02
5.3.2024;05:00;05.03.2024 05:00;2097.39;64.92;60.58
5.3.2024;06:00;05.03.2024 06:00;1788.82;55.37;51.67
5.3.2024;07:00;05.03.2024 07:00;2097.38;64.92;60.58
5.3.2024;08:00;05.03.2024 08:00;2689;83.23;77.67
5.3.2024;09:00;05.03.2024 09:00;2690.01;83.26;77.69
5.3.2024;10:00;05.03.2024 10:00;2648.99;81.99;76.51
5.3.2024;11:00;05.03.2024 11:00;2559.87;79.23;73.94
5.3.2024;12:00;05.03.2024 12:00;1766.72;54.68;51.03
5.3.2024;13:00;05.03.2024 13:00;1560.48;48.3;45.07
5.3.2024;14:00;05.03.2024 14:00;2248.48;69.59;64.94
5.3.2024;15:00;05.03.2024 15:00;2248.47;69.59;64.94
5.3.2024;16:00;05.03.2024 16:00;2311.1;71.53;66.75
5.3.2024;17:00;05.03.2024 17:00;2639.99;81.71;76.25
5.3.2024;18:00;05.03.2024 18:00;2690.01;83.26;77.69
5.3.2024;19:00;05.03.2024 19:00;2700;83.57;77.98
5.3.2024;20:00;05.03.2024 20:00;2700;83.57;77.98
5.3.2024;21:00;05.03.2024 21:00;2700;83.57;77.98
5.3.2024;22:00;05.03.2024 22:00;2690.01;83.26;77.69
5.3.2024;23:00;05.03.2024 23:00;2596.45;80.36;74.99
5.4.2024;00:00;05.04.2024 00:00;2649;81.96;76.54
5.4.2024;01:00;05.04.2024 01:00;2483.6;76.84;71.77
5.4.2024;02:00;05.04.2024 02:00;2400;74.26;69.35
5.4.2024;03:00;05.04.2024 03:00;2311.6;71.52;66.8
5.4.2024;04:00;05.04.2024 04:00;2333.34;72.2;67.42
5.4.2024;05:00;05.04.2024 05:00;2319.99;71.78;67.04
5.4.2024;06:00;05.04.2024 06:00;1848.14;57.18;53.4
5.4.2024;07:00;05.04.2024 07:00;1289.9;39.91;37.27
5.4.2024;08:00;05.04.2024 08:00;1999;61.85;57.76
5.4.2024;09:00;05.04.2024 09:00;2281.99;70.61;65.94
5.4.2024;10:00;05.04.2024 10:00;2000.01;61.88;57.79
5.4.2024;11:00;05.04.2024 11:00;1966.99;60.86;56.84
5.4.2024;12:00;05.04.2024 12:00;1397.66;43.24;40.39
5.4.2024;13:00;05.04.2024 13:00;1499.99;46.41;43.34
5.4.2024;14:00;05.04.2024 14:00;2199.99;68.07;63.57
5.4.2024;15:00;05.04.2024 15:00;2333.33;72.19;67.42
5.4.2024;16:00;05.04.2024 16:00;2300.01;71.16;66.46
5.4.2024;17:00;05.04.2024 17:00;2411.1;74.6;69.67
5.4.2024;18:00;05.04.2024 18:00;2695.01;83.39;77.87
5.4.2024;19:00;05.04.2024 19:00;2700;83.54;78.02
5.4.2024;20:00;05.04.2024 20:00;2700;83.54;78.02
5.4.2024;21:00;05.04.2024 21:00;2695;83.39;77.87
5.4.2024;22:00;05.04.2024 22:00;2248.47;69.57;64.97
5.4.2024;23:00;05.04.2024 23:00;1499.98;46.41;43.34
5.5.2024;00:00;05.05.2024 00:00;2649.01;82.15;76.49
5.5.2024;01:00;05.05.2024 01:00;2448.78;75.94;70.71
5.5.2024;02:00;05.05.2024 02:00;1828.99;56.72;52.81
5.5.2024;03:00;05.05.2024 03:00;1243.45;38.56;35.9
5.5.2024;04:00;05.05.2024 04:00;1000.01;31.01;28.87
5.5.2024;05:00;05.05.2024 05:00;1499.98;46.52;43.31
5.5.2024;06:00;05.05.2024 06:00;500;15.51;14.44
5.5.2024;07:00;05.05.2024 07:00;249;7.72;7.19
5.5.2024;08:00;05.05.2024 08:00;189.99;5.89;5.49
5.5.2024;09:00;05.05.2024 09:00;124.99;3.88;3.61
5.5.2024;10:00;05.05.2024 10:00;115;3.57;3.32
5.5.2024;11:00;05.05.2024 11:00;110.85;3.44;3.2
5.5.2024;12:00;05.05.2024 12:00;99;3.07;2.86
5.5.2024;13:00;05.05.2024 13:00;99;3.07;2.86
5.5.2024;14:00;05.05.2024 14:00;109.99;3.41;3.18
5.5.2024;15:00;05.05.2024 15:00;110.85;3.44;3.2
5.5.2024;16:00;05.05.2024 16:00;199.01;6.17;5.75
5.5.2024;17:00;05.05.2024 17:00;979.99;30.39;28.3
5.5.2024;18:00;05.05.2024 18:00;1700;52.72;49.09
5.5.2024;19:00;05.05.2024 19:00;2695;83.57;77.81
5.5.2024;20:00;05.05.2024 20:00;2695.01;83.57;77.82
5.5.2024;21:00;05.05.2024 21:00;2695.01;83.57;77.82
5.5.2024;22:00;05.05.2024 22:00;2189;67.88;63.2
5.5.2024;23:00;05.05.2024 23:00;1499.99;46.52;43.31
5.6.2024;00:00;05.06.2024 00:00;2100.01;65.12;60.64
5.6.2024;01:00;05.06.2024 01:00;1805.31;55.98;52.13
5.6.2024;02:00;05.06.2024 02:00;1499.98;46.52;43.31
5.6.2024;03:00;05.06.2024 03:00;1300;40.31;37.54
5.6.2024;04:00;05.06.2024 04:00;1300;40.31;37.54
5.6.2024;05:00;05.06.2024 05:00;1499.98;46.52;43.31
5.6.2024;06:00;05.06.2024 06:00;900;27.91;25.99
5.6.2024;07:00;05.06.2024 07:00;1000.01;31.01;28.87
5.6.2024;08:00;05.06.2024 08:00;2648;82.12;76.46
5.6.2024;09:00;05.06.2024 09:00;2640;81.87;76.23
5.6.2024;10:00;05.06.2024 10:00;2424.99;75.2;70.02
5.6.2024;11:00;05.06.2024 11:00;2333.34;72.36;67.37
5.6.2024;12:00;05.06.2024 12:00;1499.99;46.52;43.31
5.6.2024;13:00;05.06.2024 13:00;1889.99;58.61;54.57
5.6.2024;14:00;05.06.2024 14:00;1941.1;60.19;56.05
5.6.2024;15:00;05.06.2024 15:00;1547.09;47.98;44.67
5.6.2024;16:00;05.06.2024 16:00;2211.1;68.57;63.84
5.6.2024;17:00;05.06.2024 17:00;2574.45;79.83;74.33
5.6.2024;18:00;05.06.2024 18:00;2695.01;83.57;77.82
5.6.2024;19:00;05.06.2024 19:00;2700;83.73;77.96
5.6.2024;20:00;05.06.2024 20:00;2700;83.73;77.96
5.6.2024;21:00;05.06.2024 21:00;2700;83.73;77.96
5.6.2024;22:00;05.06.2024 22:00;2689;83.39;77.64
5.6.2024;23:00;05.06.2024 23:00;2574.45;79.83;74.33
